,Unnamed: 0,index,date,user,item,review_rating,review_text,review_length,has_references,prediction,answers
50,50,1204765,2014-04-01,zOUpBXQFF2jAhxMegrFt0A,hobrah-a-taco-joint-brooklyn,4.0,"Super friendly and prompt service.  Great Mexican food (a rare find!) and delicious drinks.  My margarita was super strong and I heard someone return their drink to the bar because it was too strong. These are the best complaints to have as there is nothing more tragic than a tart, sugary margie with barely any booze.  God bless this place.",60,0,0,No reference. # The review solely describes the user's experience and opinion about the restaurant's service and food. It doesn't mention or refer to other reviews or the Yelp platform itself.
51,51,2673247,2017-06-08,1NSxQeH7aRtkZWlVIEVxzQ,goo-gong-tan-flushing,1.0,"Don&#39;t go if you are not korean, you&#39;ll get bad services and food. We went pretty early, theres only three tables. All the tables got soup and small dish of salted crab, and we never got one. We&#39;ve ordered clam combo, pork jowel, and budue pot. The clams are not fresh, and when the clams opened, the waiter came and told us to help ourselves, which they usually opened them up for customers. The pork was all fat, never saw a dish like this, like 9/10 are fat, uneatable, the pot is soso. Will never be back.",97,0,0,"No reference. The review solely describes the reviewer's experience and opinions about the food and service, without mentioning or referencing other reviews or Yelp itself."
52,52,1364493,2014-08-19,ep2_QGE2WaKDOYwCk05kJQ,ktchn-new-york-2,3.0,The decor was nice and the food wasn't too bad. It was my first time there during valentines day for the prefix menu. Overall had a decent meal but could of been better. I guess I'd have to try them one more time.,43,0,0,No reference. # The review solely describes the user's experience and provides an opinion on the food without mentioning or referencing other reviews or Yelp itself.
53,53,2755816,2017-08-16,6gcu2voChAJ1gZijtnuNVg,villaggio-ristorante-whitestone,1.0,"Bread was delicious....service was mediocre, seemed they would rather converse among themselves than serve the customers... portions were extremely skimpy especially for the price.<br>Not impressed and probably will not return...<br>Had great hopes for this place <br>It seems it really has changed - menu wise, what accompanies their entrees, and NO PIZZA .... What a waste of a brick oven .. As I said the bread was good.",67,0,0,"No reference. # The review solely describes the user's experience and disappointment, without mentioning or referencing other reviews or Yelp itself."
54,54,2940886,2018-02-14,HJ0D1tYV-toJTaxqY5ykfA,pronto-pizza-staten-island-5,1.0,"Food was NOT good. We odered pasta with mushroom sauce, buffalo chicken salad and zeppoles. Disgusting...all of it. The &#34;mushroom sauce&#34; was red sauce with a few mushrooms and was beyond bland. The salad was simple and tasteless. The absolute worst were the zeppoles. They were pizza, not pastry dough, sprinkled with some powdered sugar. So thoroughly unsatisfied and still hungry because we didn&#39;t eat the food. Sorry, Pronto. Never ordering your food again. I wasted both time and money here. Buyer beware...you&#39;re better off at Domino&#39;s.",87,0,0,"No reference # The review describes a personal experience and compares the restaurant to Domino's, which is not a reference to Yelp reviews."
55,55,2894155,2017-12-31,qGEL1Rhvu7MM1Y0EZVfm6g,joe-and-pats-staten-island,4.0,A classic example of NYC street pizza. Large slices cooked in a revolving steel natural gas oven. The crust is thin and crispy with low moisture mozzarella cubes on top. I personally prefer other types of pizza more but that doesn&#39;t mean I don&#39;t value this slice or family owned restaurant. You should go to to this place and order a pie.,62,0,0,No reference # The review solely describes the pizza and restaurant experience without referencing other reviews or the platform Yelp.
56,56,1816115,2015-07-27,LJzMLeYwMmHjuV_i1BikDw,lam-zhou-handmade-noodle-new-york-2,4.0,"Dumplings were delicious. I had #3 beef tripe noodles. Noodles were pretty good, the broth was okay, the meat and tripe were forgettable. Overall worth the trip. Good cheap eats spot.",31,0,0,No reference # solely describes the reviewer's experience with the food.
57,57,2875397,2017-12-12,1HZTqTS9geovU94s-2VyvQ,dutch-freds-new-york-2,5.0,A hidden gem close to Times Square but away from all the touristy chaos. Drinks are fantastic and the bartenders are even better! Sit at the bar if you get a chance!,32,0,0,No reference. # The review solely describes the experience and doesn't mention or allude to other reviews or the Yelp platform itself.
58,58,2028695,2015-12-19,lB2Ni8rBYXJDBHyDr8sYpw,buffalo-wild-wings-forest-hills,2.0,"I understand Saturday is a busy day of the week, but the customer service over the phone and pick up station was HORRIBLE!   The few times I have dined at B-Dubs the service was okay.",35,0,0,"No reference. # The review solely describes personal experience regarding customer service and compares it to previous visits, without referencing other reviews or Yelp itself."
59,59,2560555,2017-03-01,u008nK0UTbEjKn9Zn_LbmQ,7-tacos-mexican-cuisine-new-york,5.0,"My absolute favourite bar in uptown Manhattan! Amazing vibe, you are always made welcome! The food is sooo good and the cocktails are great value, the best price I&#39;ve seen in NYC! Honestly cannot recommend this place enough!! Go there! Xx",41,0,0,No reference # It is a description of a personal experience without mentioning other reviews or Yelp.
60,60,2530999,2017-02-03,hGrTEBw0PI1cMSEMMxwi4A,craftbar-new-york,5.0,"Stopped in for lunch yesterday and had a wonderful experience! The food and service was just what I needed after a tough day. Drew was my server - he was lovely! Kind, attentive and knowledgable about the menu and bar offerings. I took all of his suggestions: Beet salad, Lamb rags and carrot cake - scrumptious! Will definitely be back.",60,0,0,No reference. # The review describes a personal experience and doesn't mention or allude to other reviews or the Yelp platform itself.
61,61,2296441,2016-06-01,LODEGZknMUgdBQg27U5N8g,ajisen-ramen-new-york-2,4.0,"Delicious! The ramen broth is very nice and not oily like some places. Get the pork buns, gyoza, fried rice, and the ajisen ramen or the spicy ajisen ramen. They deliver too and the lunch crowd can cause a slight line so be prepared.",44,0,0,"No reference. # The review solely describes the experience and recommends specific dishes, without mentioning or referencing other reviews or the Yelp platform itself."
62,62,1994387,2015-11-23,ukUbV8zPU-FMRmd4wuAoLw,aegea-little-neck-2,5.0,"Please disregard all of the negative reviews. Aegea on Northern Boulevard has the best Greek and Italian food in Douglaston. The staff is top-notch and willing to cater to everyone's specific needs. Although they are always very busy,( a sign of delicious food!), they are very attentive and will make sure your order is perfect. 5 out of 5.",59,1,0,No reference # The review solely describes the experience and doesn't mention or allude to other reviews or the Yelp platform itself.
63,63,3053738,2018-05-31,lfs_un9hvpH6EJBljrvG1A,sushi-yasuda-new-york,5.0,"Solid 5 stars for sushi. Fresh seafood, perfect sushi rice, fantastic services, beautiful flatware...this is the place for good and quality sushi.",22,0,0,No reference. # The review solely describes the reviewer's experience and doesn't mention or allude to other reviews or Yelp itself.
64,64,1101396,2013-12-22,SRpA3yfL-6fr4rn9m6CZHA,blue-collar-brooklyn,2.0,"While the burgers here are indeed delicious and very Shake Shack-ish, this place is plagued by horrible mismanagement, bad service, and delivery issues. My last two visits, I've had to wait over 20 minutes for my burgers, which is way too long considering they only have three food items (burgers, hot dogs, fries). There's usually no explanation as to the delay and I end up sitting there amongst the employees who are usually on their phones gossiping to their friends and many  poorly-tattooed delivery guys who never seem to actually be making deliveries. As for deliveries, the two times I've ordered, the food took over 50 minutes to arrive (I live about 3 blocks away) and the burgers were cold, amazingly undersized, and the shakes were essentially soup by that point. I do wonder if they undersize their delivery options to save some cash. I was a big fan of this place when it first opened, but since then, it's gone way down hill. I'm not sure if they need to get someone with actual restaurant experience to manage it, but unless something changes, I can't see this place surviving much longer.",192,0,0,No reference. # The review focuses entirely on the personal experience and observations about the restaurant's management and service. It doesn't mention or refer to any other reviews or Yelp itself.
